PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"29782993","Generalized Recurrent Neural Network accommodating Dynamic Causal Modeling for functional MRI analysis","Wang Y, Wang Y, Lui YW.","Neuroimage. 2018 Sep;178:385-402. doi: 10.1016/j.neuroimage.2018.05.042. Epub 2018 May 18.","Wang Y","Neuroimage","2018","2018/05/22","PMC6084485","NIHMS972307","10.1016/j.neuroimage.2018.05.042"
"29486325","Consistency and similarity of MEG- and fMRI-signal time courses during movie viewing","Lankinen K, Saari J, Hlushchuk Y, Tikka P, Parkkonen L, Hari R, Koskinen M.","Neuroimage. 2018 Jun;173:361-369. doi: 10.1016/j.neuroimage.2018.02.045. Epub 2018 Feb 24.","Lankinen K","Neuroimage","2018","2018/02/28","","","10.1016/j.neuroimage.2018.02.045"
"29446971","Preserved neural event segmentation in healthy older adults","Kurby CA, Zacks JM.","Psychol Aging. 2018 Mar;33(2):232-245. doi: 10.1037/pag0000226. Epub 2018 Feb 15.","Kurby CA","Psychol Aging","2018","2018/02/16","PMC8577268","NIHMS923252","10.1037/pag0000226"
"29428062","BRAD: Software for BRain Activity Detection from hemodynamic response","Pidnebesna A, Tomeček D, Hlinka J.","Comput Methods Programs Biomed. 2018 Mar;156:113-119. doi: 10.1016/j.cmpb.2017.12.021. Epub 2017 Dec 24.","Pidnebesna A","Comput Methods Programs Biomed","2018","2018/02/12","","","10.1016/j.cmpb.2017.12.021"
"29409793","Brain mechanisms underlying cue-based memorizing during free viewing of movie Memento","Kauttonen J, Hlushchuk Y, Jääskeläinen IP, Tikka P.","Neuroimage. 2018 May 15;172:313-325. doi: 10.1016/j.neuroimage.2018.01.068. Epub 2018 Jan 31.","Kauttonen J","Neuroimage","2018","2018/02/08","","","10.1016/j.neuroimage.2018.01.068"
"29311885","Your Brain on the Movies: A Computational Approach for Predicting Box-office Performance from Viewer's Brain Responses to Movie Trailers","Christoforou C, Papadopoulos TC, Constantinidou F, Theodorou M.","Front Neuroinform. 2017 Dec 19;11:72. doi: 10.3389/fninf.2017.00072. eCollection 2017.","Christoforou C","Front Neuroinform","2017","2018/01/10","PMC5742097","","10.3389/fninf.2017.00072"
"29310889","How Hot Are They? Neural Correlates of Genital Arousal: An Infrared Thermographic and Functional Magnetic Resonance Imaging Study of Sexual Arousal in Men and Women","Parada M, Gérard M, Larcher K, Dagher A, Binik YM.","J Sex Med. 2018 Feb;15(2):217-229. doi: 10.1016/j.jsxm.2017.12.006. Epub 2018 Jan 6.","Parada M","J Sex Med","2018","2018/01/10","","","10.1016/j.jsxm.2017.12.006"
"29079809","Differential inter-subject correlation of brain activity when kinship is a variable in moral dilemma","Bacha-Trams M, Glerean E, Dunbar R, Lahnakoski JM, Ryyppö E, Sams M, Jääskeläinen IP.","Sci Rep. 2017 Oct 27;7(1):14244. doi: 10.1038/s41598-017-14323-x.","Bacha-Trams M","Sci Rep","2017","2017/10/29","PMC5660240","","10.1038/s41598-017-14323-x"
"29032323","Neural activity during traumatic film viewing is linked to endogenous estradiol and hormonal contraception","Miedl SF, Wegerer M, Kerschbaum H, Blechert J, Wilhelm FH.","Psychoneuroendocrinology. 2018 Jan;87:20-26. doi: 10.1016/j.psyneuen.2017.10.006. Epub 2017 Oct 5.","Miedl SF","Psychoneuroendocrinology","2018","2017/10/17","","","10.1016/j.psyneuen.2017.10.006"
"28988860","Theta Phase Synchronization Is the Glue that Binds Human Associative Memory","Clouter A, Shapiro KL, Hanslmayr S.","Curr Biol. 2017 Oct 23;27(20):3143-3148.e6. doi: 10.1016/j.cub.2017.09.001. Epub 2017 Oct 5.","Clouter A","Curr Biol","2017","2017/10/10","","","10.1016/j.cub.2017.09.001"
"28801255","Decoding naturalistic experiences from human brain activity via distributed representations of words","Nishida S, Nishimoto S.","Neuroimage. 2018 Oct 15;180(Pt A):232-242. doi: 10.1016/j.neuroimage.2017.08.017. Epub 2017 Aug 8.","Nishida S","Neuroimage","2018","2017/08/13","","","10.1016/j.neuroimage.2017.08.017"
"28545933","Extracting multidimensional stimulus-response correlations using hybrid encoding-decoding of neural activity","Dmochowski JP, Ki JJ, DeGuzman P, Sajda P, Parra LC.","Neuroimage. 2018 Oct 15;180(Pt A):134-146. doi: 10.1016/j.neuroimage.2017.05.037. Epub 2017 May 22.","Dmochowski JP","Neuroimage","2018","2017/05/27","","","10.1016/j.neuroimage.2017.05.037"
"28379608","Neural mechanisms for integrating consecutive and interleaved natural events","Lahnakoski JM, Jääskeläinen IP, Sams M, Nummenmaa L.","Hum Brain Mapp. 2017 Jul;38(7):3360-3376. doi: 10.1002/hbm.23591. Epub 2017 Apr 5.","Lahnakoski JM","Hum Brain Mapp","2017","2017/04/06","PMC6866821","","10.1002/hbm.23591"
"28326027","Accessible Neurobehavioral Anger-Related Markers for Vulnerability to Post-Traumatic Stress Symptoms in a Population of Male Soldiers","Lin T, Gilam G, Raz G, Or-Borichev A, Bar-Haim Y, Fruchter E, Hendler T.","Front Behav Neurosci. 2017 Mar 7;11:38. doi: 10.3389/fnbeh.2017.00038. eCollection 2017.","Lin T","Front Behav Neurosci","2017","2017/03/23","PMC5339223","","10.3389/fnbeh.2017.00038"
"28114479","Eye movement-invariant representations in the human visual system","Nishimoto S, Huth AG, Bilenko NY, Gallant JL.","J Vis. 2017 Jan 1;17(1):11. doi: 10.1167/17.1.11.","Nishimoto S","J Vis","2017","2017/01/24","PMC5256465","","10.1167/17.1.11"
"27993532","Context matters: Anterior and posterior cortical midline responses to sad movie scenes","Schlochtermeier LH, Pehrs C, Bakels JH, Jacobs AM, Kappelhoff H, Kuchinke L.","Brain Res. 2017 Apr 15;1661:24-36. doi: 10.1016/j.brainres.2016.12.013. Epub 2016 Dec 16.","Schlochtermeier LH","Brain Res","2017","2016/12/21","","","10.1016/j.brainres.2016.12.013"
"27927958","Coding of Event Nodes and Narrative Context in the Hippocampus","Milivojevic B, Varadinov M, Vicente Grabovetsky A, Collin SH, Doeller CF.","J Neurosci. 2016 Dec 7;36(49):12412-12424. doi: 10.1523/JNEUROSCI.2889-15.2016.","Milivojevic B","J Neurosci","2016","2016/12/09","PMC6601969","","10.1523/JNEUROSCI.2889-15.2016"
"27918531","Shared memories reveal shared structure in neural activity across individuals","Chen J, Leong YC, Honey CJ, Yong CH, Norman KA, Hasson U.","Nat Neurosci. 2017 Jan;20(1):115-125. doi: 10.1038/nn.4450. Epub 2016 Dec 5.","Chen J","Nat Neurosci","2017","2016/12/06","PMC5191958","NIHMS827551","10.1038/nn.4450"
"27756763","Humor Appreciation Involves Parametric and Synchronized Activity in the Medial Prefrontal Cortex and Hippocampus","Iidaka T.","Cereb Cortex. 2017 Dec 1;27(12):5579-5591. doi: 10.1093/cercor/bhw325.","Iidaka T","Cereb Cortex","2017","2016/11/01","","","10.1093/cercor/bhw325"
"27776563","Precuneus functioning differentiates first-episode psychosis patients during the fantasy movie Alice in Wonderland","Rikandi E, Pamilo S, Mäntylä T, Suvisaari J, Kieseppä T, Hari R, Seppä M, Raij TT.","Psychol Med. 2017 Feb;47(3):495-506. doi: 10.1017/S0033291716002609. Epub 2016 Oct 25.","Rikandi E","Psychol Med","2017","2016/10/26","","","10.1017/S0033291716002609"
"27614922","Neural Representation of Subjective Sexual Arousal in Men and Women","Parada M, Gérard M, Larcher K, Dagher A, Binik YM.","J Sex Med. 2016 Oct;13(10):1508-22. doi: 10.1016/j.jsxm.2016.08.008. Epub 2016 Sep 7.","Parada M","J Sex Med","2016","2016/09/12","","","10.1016/j.jsxm.2016.08.008"
"27392571","Neural substrates involved in anger induced by audio-visual film clips among patients with alcohol dependency","Park MS, Lee BH, Sohn JH.","J Physiol Anthropol. 2016 Jul 8;36(1):5. doi: 10.1186/s40101-016-0102-x.","Park MS","J Physiol Anthropol","2016","2016/07/10","PMC4938958","","10.1186/s40101-016-0102-x"
"27364184","Haptic contents of a movie dynamically engage the spectator's sensorimotor cortex","Lankinen K, Smeds E, Tikka P, Pihko E, Hari R, Koskinen M.","Hum Brain Mapp. 2016 Nov;37(11):4061-4068. doi: 10.1002/hbm.23295.","Lankinen K","Hum Brain Mapp","2016","2016/07/02","PMC5108418","","10.1002/hbm.23295"
"27107469","Neural correlates of fear-induced sympathetic response associated with the peripheral temperature change rate","Yoshihara K, Tanabe HC, Kawamichi H, Koike T, Yamazaki M, Sudo N, Sadato N.","Neuroimage. 2016 Jul 1;134:522-531. doi: 10.1016/j.neuroimage.2016.04.040. Epub 2016 Apr 19.","Yoshihara K","Neuroimage","2016","2016/04/25","","","10.1016/j.neuroimage.2016.04.040"
"26826515","Brain-based decoding of mentally imagined film clips and sounds reveals experience-based information patterns in film professionals","de Borst AW, Valente G, Jääskeläinen IP, Tikka P.","Neuroimage. 2016 Apr 1;129:428-438. doi: 10.1016/j.neuroimage.2016.01.043. Epub 2016 Jan 27.","de Borst AW","Neuroimage","2016","2016/01/31","","","10.1016/j.neuroimage.2016.01.043"
"26462677","EEG based time and frequency dynamics analysis of visually induced motion sickness (VIMS)","Arsalan Naqvi SA, Badruddin N, Jatoi MA, Malik AS, Hazabbah W, Abdullah B.","Australas Phys Eng Sci Med. 2015 Dec;38(4):721-9. doi: 10.1007/s13246-015-0379-9.","Arsalan Naqvi SA","Australas Phys Eng Sci Med","2015","2015/10/15","","","10.1007/s13246-015-0379-9"
"26029037","The neural processing of hierarchical structure in music and speech at different timescales","Farbood MM, Heeger DJ, Marcus G, Hasson U, Lerner Y.","Front Neurosci. 2015 May 12;9:157. doi: 10.3389/fnins.2015.00157. eCollection 2015.","Farbood MM","Front Neurosci","2015","2015/06/02","PMC4429236","","10.3389/fnins.2015.00157"
"25977755","Portrayed emotions in the movie ""Forrest Gump""","Labs A, Reich T, Schulenburg H, Boennen M, Mareike G, Golz M, Hartigs B, Hoffmann N, Keil S, Perlow M, Peukmann AK, Rabe LN, von Sobbe FR, Hanke M.","F1000Res. 2015 Apr 13;4:92. doi: 10.12688/f1000research.6230.1. eCollection 2015.","Labs A","F1000Res","2015","2015/05/16","PMC4416536","","10.12688/f1000research.6230.1"
